"Date","Close","Open","High","Low","Vol","Percentage Change"
"16/03/2011","463.58","467.17","470.64","461.57","36.31K","-1.10%"
"15/03/2011","468.74","470.47","476.30","468.20","37.67K","-2.33%"
"14/03/2011","479.90","491.95","493.20","479.90","45.60K","-3.06%"
"11/03/2011","495.06","490.13","496.22","490.13","43.50K","2.61%"
"10/03/2011","482.49","467.54","482.54","467.54","46.17K","2.55%"
"09/03/2011","470.51","474.80","475.19","466.72","31.21K","-1.02%"
"08/03/2011","475.38","471.78","477.52","471.78","29.85K","1.53%"
"07/03/2011","468.22","465.21","468.22","464.44","23.63K","1.96%"
"04/03/2011","459.23","454.73","459.23","452.61","32.86K","1.52%"
"03/03/2011","452.34","449.78","457.13","449.78","30.74K","-1.20%"
"02/03/2011","457.83","464.27","466.26","453.33","46.60K","-1.78%"
"01/03/2011","466.12","458.21","466.12","458.14","24.21K","1.03%"
"28/02/2011","461.37","467.12","474.22","461.37","34.26K","-1.20%"
"25/02/2011","466.96","460.57","467.97","457.96","28.62K","1.23%"
"24/02/2011","461.29","462.43","462.87","455.74","43.12K","-1.99%"
"23/02/2011","470.67","468.97","474.02","466.88","36.92K","0.14%"
"22/02/2011","470.02","467.40","471.68","467.40","52.16K","-2.82%"
"21/02/2011","483.68","497.71","497.71","481.86","50.54K","-4.02%"
"18/02/2011","503.92","509.10","510.75","502.55","38.44K","-1.16%"
"17/02/2011","509.83","510.69","511.04","505.50","35.96K","-0.64%"
"16/02/2011","513.11","519.55","519.70","513.11","30.00K","-0.92%"
"15/02/2011","517.87","509.28","517.98","509.28","34.38K","0.74%"
"14/02/2011","514.05","520.73","522.37","514.05","35.50K","-1.14%"
"11/02/2011","519.98","522.79","522.79","516.40","35.61K","-0.05%"
"10/02/2011","520.23","523.25","526.57","519.51","31.58K","-0.45%"
"09/02/2011","522.59","528.69","529.20","522.49","31.77K","0.36%"
"08/02/2011","520.69","515.70","521.49","515.61","24.86K","1.98%"
"28/01/2011","510.60","502.77","511.91","502.75","37.63K","1.58%"
"27/01/2011","502.68","501.25","503.43","498.11","30.03K","0.29%"
"26/01/2011","501.25","498.24","502.02","498.24","22.04K","-0.14%"
"25/01/2011","501.97","504.06","506.12","501.87","39.69K","-1.55%"
"24/01/2011","509.88","525.70","525.70","509.88","38.33K","-1.85%"
"21/01/2011","519.50","518.32","521.22","518.24","46.99K","1.47%"
"20/01/2011","511.98","510.17","514.05","510.17","41.21K","1.20%"
"19/01/2011","505.91","504.93","507.89","503.10","42.89K","1.70%"
"18/01/2011","497.43","497.05","501.28","496.00","40.80K","0.46%"
"17/01/2011","495.16","492.89","498.49","492.37","43.81K","1.21%"
"14/01/2011","489.22","487.06","490.11","486.54","41.50K","1.05%"
"13/01/2011","484.12","479.95","485.02","479.60","29.07K","1.19%"
"12/01/2011","478.45","480.82","481.65","477.49","41.21K","0.21%"
"11/01/2011","477.44","477.97","480.79","475.48","35.42K","-0.65%"
"10/01/2011","480.55","483.71","485.06","479.58","33.80K","-0.27%"
"07/01/2011","481.86","482.77","483.86","481.35","31.36K","-0.09%"
"06/01/2011","482.31","480.86","483.16","479.87","29.49K","0.08%"
"05/01/2011","481.91","487.94","487.94","481.91","40.58K","-0.84%"
"04/01/2011","485.97","485.72","487.83","481.66","29.60K","0.27%"
"31/12/2010","484.66","480.93","485.22","480.10","60.09K","0.68%"
"30/12/2010","481.40","477.20","481.51","477.20","57.07K","0.55%"
"29/12/2010","478.75","480.53","481.17","476.53","62.37K","-0.12%"
"28/12/2010","479.33","471.73","479.33","471.73","89.11K","1.33%"
"27/12/2010","473.05","475.64","476.05","469.64","39.25K","0.06%"
"24/12/2010","472.76","474.16","477.81","470.81","55.82K","-0.56%"
"23/12/2010","475.41","481.71","481.71","475.41","57.22K","-1.27%"
"22/12/2010","481.53","488.31","488.69","481.53","61.51K","-0.05%"
"21/12/2010","481.78","471.17","483.43","470.14","68.33K","0.73%"
"20/12/2010","478.29","488.30","488.30","478.29","66.94K","-1.44%"
"17/12/2010","485.29","483.00","485.29","476.27","74.15K","1.06%"
"16/12/2010","480.21","484.81","489.70","479.68","80.79K","-2.69%"
"15/12/2010","493.47","492.80","497.09","491.51","95.68K","0.78%"
"14/12/2010","489.65","493.72","496.42","480.64","134.95K","-0.12%"
"13/12/2010","490.22","485.82","490.30","485.73","81.98K","3.63%"
"10/12/2010","473.06","464.81","473.06","462.39","94.11K","2.74%"
"09/12/2010","460.45","450.59","460.79","450.16","60.57K","1.68%"
"08/12/2010","452.83","459.41","461.60","452.55","72.50K","-1.72%"
"07/12/2010","460.76","461.71","466.10","460.76","85.03K","-1.03%"
"06/12/2010","465.56","467.30","468.78","462.87","96.78K","0.26%"
"03/12/2010","464.35","462.30","467.20","462.30","71.91K","1.52%"
"02/12/2010","457.42","450.09","457.42","448.23","66.06K","1.66%"
"01/12/2010","449.93","451.02","453.55","448.13","49.06K","-0.37%"
"30/11/2010","451.59","450.04","456.30","450.04","66.97K","1.17%"
"29/11/2010","446.36","437.92","446.36","436.38","45.42K","1.46%"
"26/11/2010","439.94","441.88","443.68","437.29","45.40K","0.02%"
"25/11/2010","439.85","434.70","440.19","434.70","34.21K","1.24%"
"24/11/2010","434.48","430.73","434.48","427.99","30.93K","0.85%"
"23/11/2010","430.81","426.19","430.81","426.03","24.96K","1.08%"
"22/11/2010","426.19","422.71","426.19","419.98","30.14K","-0.08%"
"19/11/2010","426.51","434.39","434.42","426.51","27.71K","-0.98%"
"18/11/2010","430.72","427.74","432.05","427.74","32.42K","1.23%"
"17/11/2010","425.50","426.89","430.24","424.32","37.06K","-0.33%"
"16/11/2010","426.89","431.08","431.33","425.05","35.34K","-1.53%"
"15/11/2010","433.54","440.61","443.08","432.72","29.77K","-1.83%"
"12/11/2010","441.60","444.78","446.86","436.50","44.51K","-1.14%"
"11/11/2010","446.69","451.24","451.61","446.31","26.42K","-1.01%"
"10/11/2010","451.26","447.72","451.26","447.61","25.47K","0.41%"
"09/11/2010","449.40","455.58","455.65","449.40","41.96K","-1.69%"
"08/11/2010","457.13","457.50","458.74","454.41","32.60K","-0.03%"
"05/11/2010","457.27","452.41","457.27","450.09","36.94K","1.85%"
"04/11/2010","448.95","444.13","448.95","443.97","28.69K","1.08%"
"03/11/2010","444.16","445.33","445.76","442.34","26.11K","-0.48%"
"02/11/2010","446.30","448.62","448.87","445.60","25.53K","-1.06%"
"01/11/2010","451.06","451.81","451.86","449.83","22.16K","-0.35%"
"29/10/2010","452.63","450.50","452.79","450.29","33.40K","0.57%"
"28/10/2010","450.07","448.62","451.51","448.28","23.49K","0.01%"
"27/10/2010","450.01","455.23","455.93","448.90","28.56K","-1.12%"
"26/10/2010","455.12","450.23","458.23","450.23","34.95K","1.45%"
"25/10/2010","448.61","444.67","448.61","443.12","28.65K","0.76%"
"22/10/2010","445.21","444.84","446.39","441.50","27.82K","0.04%"
"21/10/2010","445.05","442.09","445.25","440.59","28.77K","0.65%"
"20/10/2010","442.17","450.79","451.04","441.16","41.25K","-2.66%"
"19/10/2010","454.25","458.44","459.39","451.82","33.55K","-0.73%"
"18/10/2010","457.59","458.44","459.35","456.00","26.65K","-0.17%"
"15/10/2010","458.39","457.07","458.39","455.73","25.25K","-0.06%"
"14/10/2010","458.66","459.79","460.92","457.88","23.26K","0.21%"
"13/10/2010","457.70","453.23","457.70","452.19","25.06K","0.74%"
"12/10/2010","454.32","457.19","459.94","453.72","28.58K","-1.09%"
"11/10/2010","459.32","457.41","461.48","456.60","23.72K","0.01%"
"08/10/2010","459.26","459.30","465.05","459.26","30.51K","-0.60%"
"07/10/2010","462.05","461.99","467.61","460.16","37.35K","0.29%"
"06/10/2010","460.72","452.88","460.72","452.78","38.31K","2.16%"
"05/10/2010","450.96","440.91","450.96","440.63","33.23K","1.15%"
"04/10/2010","445.83","452.38","452.38","443.98","50.09K","-1.30%"
"01/10/2010","451.71","454.41","455.46","451.71","35.78K","-0.62%"
"30/09/2010","454.52","452.71","454.52","451.28","40.63K","0.35%"
"29/09/2010","452.94","457.99","458.00","452.94","33.20K","-0.48%"
"28/09/2010","455.13","452.07","455.13","452.07","38.95K","1.10%"
"27/09/2010","450.20","451.17","452.51","449.37","37.41K","0.11%"
"24/09/2010","449.71","449.13","452.28","448.16","34.94K","-0.24%"
"23/09/2010","450.77","451.41","453.71","447.16","52.22K","-0.69%"
"22/09/2010","453.90","453.01","455.81","453.01","33.41K","0.13%"
"21/09/2010","453.32","457.73","457.92","453.32","57.42K","-0.99%"
"20/09/2010","457.87","462.01","462.83","457.87","55.55K","0.06%"
"17/09/2010","457.58","451.49","457.58","450.64","49.76K","1.79%"
"16/09/2010","449.52","445.69","450.85","445.49","38.08K","0.18%"
"15/09/2010","448.72","449.07","450.48","444.74","38.67K","-0.06%"
"14/09/2010","449.01","450.95","451.46","447.95","37.53K","0.39%"
"13/09/2010","447.27","448.97","452.47","442.43","46.34K","-0.91%"
"10/09/2010","451.39","463.48","464.28","451.39","53.02K","-2.65%"
"09/09/2010","463.68","462.53","465.69","459.86","47.98K","1.14%"
"08/09/2010","458.44","454.40","458.44","453.03","56.09K","-0.47%"
"07/09/2010","460.59","463.35","467.35","458.93","52.68K","-1.16%"
"06/09/2010","466.00","463.94","469.25","463.94","57.21K","1.58%"
"01/09/2010","458.75","456.48","458.75","450.93","47.06K","0.81%"
"31/08/2010","455.08","447.86","455.43","445.36","55.60K","2.37%"
"30/08/2010","444.55","439.27","445.44","439.27","34.60K","3.59%"
"27/08/2010","429.14","423.10","431.24","421.73","34.09K","0.48%"
"26/08/2010","427.07","425.54","429.12","421.81","39.74K","0.75%"
"25/08/2010","423.89","427.01","428.46","421.30","51.49K","-2.42%"
"24/08/2010","434.42","441.73","441.73","433.60","47.30K","-3.01%"
"23/08/2010","447.92","453.06","453.06","447.92","24.99K","-1.52%"
"20/08/2010","454.84","452.06","454.84","444.38","34.21K","0.58%"
"19/08/2010","452.23","454.50","455.94","450.07","31.55K","-0.72%"
"18/08/2010","455.49","461.76","462.12","453.23","37.46K","-1.73%"
"17/08/2010","463.52","461.89","463.87","457.19","36.70K","-0.27%"
"16/08/2010","464.76","458.09","464.76","456.88","42.91K","2.66%"
"13/08/2010","452.73","440.72","452.73","440.72","45.95K","0.97%"
"12/08/2010","448.40","458.03","458.59","448.25","49.74K","-3.18%"
"11/08/2010","463.12","463.08","465.88","458.86","40.06K","0.31%"
"10/08/2010","461.67","468.84","469.31","458.22","57.30K","-2.34%"
"09/08/2010","472.74","482.65","482.65","472.51","43.43K","-2.09%"
"06/08/2010","482.82","485.22","485.22","482.37","36.67K","-0.70%"
"05/08/2010","486.21","488.75","489.17","485.36","37.42K","-0.10%"
"04/08/2010","486.71","490.29","490.31","484.66","41.53K","-1.06%"
"03/08/2010","491.90","493.40","496.53","491.90","42.36K","0.06%"
"02/08/2010","491.61","494.78","495.26","491.27","37.38K","-0.47%"
"30/07/2010","493.91","491.30","495.10","491.30","46.04K","0.57%"
"29/07/2010","491.11","488.92","492.92","488.92","37.47K","0.02%"
"28/07/2010","491.00","497.40","497.86","491.00","46.86K","-1.34%"
"27/07/2010","497.67","499.03","501.86","497.67","43.17K","-0.09%"
"26/07/2010","498.10","501.20","501.92","498.10","42.46K","-0.44%"
"23/07/2010","500.31","502.79","502.87","499.73","39.66K","0.01%"
"22/07/2010","500.28","503.13","503.62","500.04","50.04K","-1.01%"
"21/07/2010","505.40","507.16","507.27","505.35","50.04K","-0.23%"
"20/07/2010","506.56","507.04","507.25","505.23","47.75K","-0.06%"
"19/07/2010","506.84","504.25","506.84","503.22","43.41K","0.12%"
"16/07/2010","506.21","505.47","507.12","504.17","46.03K","0.20%"
"15/07/2010","505.19","505.84","507.63","505.01","42.69K","-0.42%"
"14/07/2010","507.34","512.22","512.81","507.34","53.21K","-0.34%"
"13/07/2010","509.08","505.42","509.86","502.58","47.03K","1.83%"
"12/07/2010","499.93","499.83","500.39","497.16","36.91K","0.09%"
"09/07/2010","499.46","499.05","501.11","498.96","30.83K","0.18%"
"08/07/2010","498.55","502.06","502.20","498.55","42.42K","0.33%"
"07/07/2010","496.91","502.50","503.84","496.91","46.41K","-0.78%"
"06/07/2010","500.82","505.75","505.75","500.70","52.54K","-1.13%"
"05/07/2010","506.54","505.67","507.08","504.54","39.62K","0.57%"
"02/07/2010","503.65","505.15","505.55","502.50","42.32K","-0.07%"
"01/07/2010","504.02","504.11","506.61","503.65","47.26K","-0.62%"
"30/06/2010","507.14","501.19","507.14","501.06","59.18K","-0.70%"
"29/06/2010","510.71","509.84","511.37","509.46","46.61K","0.68%"
"28/06/2010","507.28","505.37","507.71","505.26","48.06K","0.43%"
"25/06/2010","505.12","506.06","509.57","505.12","52.23K","-1.28%"
"24/06/2010","511.67","513.57","514.95","511.67","53.14K","-0.22%"
"23/06/2010","512.82","510.27","514.40","508.84","49.29K","0.04%"
"22/06/2010","512.63","513.23","515.39","511.31","78.39K","-0.41%"
"21/06/2010","514.75","515.08","515.76","513.95","48.63K","0.70%"
"18/06/2010","511.18","511.93","514.04","509.35","63.45K","0.08%"
"17/06/2010","510.76","510.30","511.16","508.36","53.97K","0.01%"
"16/06/2010","510.72","510.35","513.07","510.35","51.05K","0.53%"
"15/06/2010","508.01","509.30","510.18","506.50","48.88K","-0.06%"
"14/06/2010","508.32","506.55","509.35","506.31","46.15K","0.80%"
"11/06/2010","504.29","505.07","506.75","504.29","44.68K","0.76%"
"10/06/2010","500.51","497.00","500.61","495.40","33.46K","0.59%"
"09/06/2010","497.56","500.12","502.53","497.24","34.34K","0.07%"
"08/06/2010","497.19","494.08","497.95","493.20","38.51K","0.06%"
"07/06/2010","496.89","498.94","502.18","494.98","52.05K","-2.64%"
"04/06/2010","510.37","511.85","513.00","508.75","52.56K","-0.15%"
"03/06/2010","511.16","516.15","516.22","511.16","51.12K","0.08%"
"02/06/2010","510.74","505.18","511.10","504.79","40.66K","0.40%"
"01/06/2010","508.68","505.18","509.13","503.65","37.92K","0.24%"
"31/05/2010","507.44","510.54","513.44","506.32","44.81K","-1.08%"
"28/05/2010","512.99","509.47","513.34","506.43","58.91K","3.18%"
"27/05/2010","497.16","491.63","497.16","489.75","41.76K","0.91%"
"26/05/2010","492.69","491.45","492.69","488.29","41.38K","1.32%"
"25/05/2010","486.25","484.80","490.33","482.86","43.97K","0.01%"
"24/05/2010","486.19","485.10","489.62","479.56","44.28K","0.52%"
"21/05/2010","483.69","487.76","490.30","482.16","61.06K","-3.94%"
"20/05/2010","503.55","481.80","503.55","481.68","59.96K","1.75%"
"19/05/2010","494.90","503.66","504.57","494.90","60.06K","-2.64%"
"18/05/2010","508.30","510.49","510.75","505.13","45.37K","-0.58%"
"17/05/2010","511.27","521.30","521.67","509.50","55.11K","-1.81%"
"14/05/2010","520.72","522.92","523.48","519.98","45.57K","0.34%"
"13/05/2010","518.93","521.93","524.20","516.11","60.29K","-0.13%"
"12/05/2010","519.60","527.52","527.52","519.60","69.35K","-2.76%"
"11/05/2010","534.36","537.85","539.93","532.72","69.19K","0.00%"
"10/05/2010","534.38","541.49","541.49","532.40","82.68K","-1.41%"
"07/05/2010","542.03","548.22","548.22","536.51","112.50K","-1.36%"
"06/05/2010","549.51","549.19","551.40","547.02","81.31K","0.27%"
"05/05/2010","548.01","548.75","551.39","546.13","86.72K","-0.20%"
"04/05/2010","549.12","544.52","550.61","544.52","89.16K","1.24%"
"29/04/2010","542.37","541.44","542.74","541.19","74.88K","0.59%"
"28/04/2010","539.20","536.08","539.83","536.08","60.98K","0.65%"
"27/04/2010","535.72","532.58","536.23","531.57","57.60K","0.85%"
"26/04/2010","531.21","531.69","535.41","531.21","69.63K","0.36%"
"22/04/2010","529.31","521.90","534.53","521.90","79.84K","1.85%"
"21/04/2010","519.70","517.54","520.20","517.54","56.68K","0.87%"
"20/04/2010","515.20","517.36","519.72","515.20","58.67K","-0.30%"
"19/04/2010","516.74","521.35","521.69","516.74","61.10K","-1.01%"
"16/04/2010","522.03","523.72","523.99","521.53","63.13K","0.10%"
"15/04/2010","521.49","521.01","521.49","518.39","53.71K","1.02%"
"14/04/2010","516.21","518.57","518.74","515.81","45.15K","-0.34%"
"13/04/2010","517.98","521.04","523.23","517.98","53.75K","-0.38%"
"12/04/2010","519.93","522.12","523.16","519.50","54.42K","0.49%"
"09/04/2010","517.42","517.06","519.61","516.40","63.63K","0.29%"
"08/04/2010","515.93","515.72","519.40","514.74","55.89K","0.02%"
"07/04/2010","515.82","516.21","517.26","512.54","51.48K","0.10%"
"06/04/2010","515.33","517.48","520.31","515.33","68.80K","0.10%"
"05/04/2010","514.79","514.17","516.27","513.45","44.73K","0.84%"
"02/04/2010","510.48","510.38","513.10","508.54","43.47K","0.45%"
"01/04/2010","508.18","500.31","508.91","499.99","53.67K","1.79%"
"31/03/2010","499.24","501.85","504.00","499.24","52.76K","-0.30%"
"30/03/2010","500.72","504.71","506.29","500.72","59.88K","-0.98%"
"29/03/2010","505.67","506.70","509.15","504.05","37.75K","0.07%"
"26/03/2010","505.30","505.51","506.40","501.64","63.12K","0.38%"
"25/03/2010","503.39","507.85","508.83","502.16","52.07K","-1.70%"
"24/03/2010","512.12","511.05","512.87","508.75","46.05K","1.10%"
"23/03/2010","506.53","512.21","513.07","506.53","45.89K","-0.99%"
"22/03/2010","511.58","515.71","517.79","511.58","42.56K","-0.85%"
"19/03/2010","515.99","520.14","521.22","515.99","54.36K","-0.72%"
"18/03/2010","519.73","515.24","519.73","510.47","46.31K","1.74%"
"17/03/2010","510.85","519.90","520.14","510.85","51.32K","-1.01%"
"16/03/2010","516.08","526.06","529.55","516.08","67.29K","-2.97%"
"15/03/2010","531.86","538.01","538.01","531.55","56.57K","0.07%"
"12/03/2010","531.51","528.90","531.51","526.70","55.97K","1.31%"
"11/03/2010","524.64","526.93","529.53","524.37","52.45K","-0.20%"
"10/03/2010","525.67","526.28","529.63","522.81","57.90K","-0.30%"
"09/03/2010","527.27","520.75","527.30","520.13","62.41K","1.18%"
"08/03/2010","521.12","517.00","522.83","517.00","55.97K","1.51%"
"05/03/2010","513.39","512.72","514.47","509.61","45.56K","0.29%"
"04/03/2010","511.91","510.93","516.77","510.93","50.96K","0.90%"
"03/03/2010","507.32","505.04","507.32","501.96","37.83K","1.26%"
"02/03/2010","501.00","503.98","505.59","500.08","43.30K","-0.40%"
"01/03/2010","503.01","502.57","505.34","502.43","35.08K","1.23%"
"26/02/2010","496.91","494.31","496.91","491.97","39.28K","0.39%"
"25/02/2010","494.99","497.50","500.24","493.73","28.38K","0.08%"
"24/02/2010","494.59","492.89","494.85","490.21","27.43K","-0.34%"
"23/02/2010","496.29","504.52","504.52","496.29","27.08K","-2.69%"
"22/02/2010","510.02","513.19","513.19","507.93","21.17K","0.60%"
"12/02/2010","507.00","505.34","508.72","504.78","23.33K","1.41%"
"11/02/2010","499.94","492.99","499.97","491.86","21.91K","1.84%"
"10/02/2010","490.91","486.86","491.17","486.86","19.69K","1.66%"
"09/02/2010","482.89","486.97","488.77","482.38","25.21K","-1.69%"
"08/02/2010","491.20","488.86","491.65","487.72","21.68K","-0.37%"
"05/02/2010","493.04","495.67","501.06","491.05","33.69K","-2.14%"
"04/02/2010","503.83","496.25","504.35","496.02","36.96K","1.69%"
"03/02/2010","495.48","490.32","495.85","490.12","26.57K","1.55%"
"02/02/2010","487.93","489.62","490.86","486.24","27.41K","0.20%"
"01/02/2010","486.95","482.93","486.95","481.84","23.14K","1.04%"
"29/01/2010","481.96","481.49","484.15","477.11","26.56K","0.04%"
"28/01/2010","481.76","484.67","487.81","481.47","23.07K","-0.96%"
"27/01/2010","486.41","496.86","498.20","486.41","33.82K","-2.31%"
"26/01/2010","497.90","490.12","497.90","490.12","33.76K","3.53%"
"25/01/2010","480.91","476.75","481.04","476.75","21.33K","0.70%"
"22/01/2010","477.59","474.10","481.69","471.85","30.08K","-0.17%"
"21/01/2010","478.42","481.97","489.47","477.80","41.82K","-2.26%"
"20/01/2010","489.50","498.73","499.15","489.50","35.90K","-1.21%"
"19/01/2010","495.51","489.84","498.10","489.77","33.64K","1.72%"
"18/01/2010","487.13","499.08","499.24","487.13","41.42K","-3.62%"
"15/01/2010","505.42","509.19","512.63","503.29","37.13K","-1.35%"
"14/01/2010","512.33","516.44","517.72","509.25","36.06K","0.73%"
"13/01/2010","508.61","495.72","508.61","485.75","55.05K","2.07%"
"12/01/2010","498.31","511.24","516.75","498.31","52.74K","-3.25%"
"11/01/2010","515.06","522.78","524.06","512.15","44.78K","-1.12%"
"08/01/2010","520.90","540.95","544.49","520.90","84.72K","-2.33%"
"07/01/2010","533.34","536.78","540.77","530.68","75.68K","-0.21%"
"06/01/2010","534.46","529.47","538.84","526.37","67.36K","0.36%"
"05/01/2010","532.53","529.23","539.39","529.23","70.05K","2.99%"
"04/01/2010","517.05","501.74","517.05","501.74","44.92K","4.50%"
"31/12/2009","494.77","502.84","504.84","494.77","70.46K","-0.12%"
"30/12/2009","495.36","484.25","495.36","483.07","56.44K","2.25%"
"29/12/2009","484.45","487.56","493.67","483.76","71.78K","-1.65%"
"28/12/2009","492.57","490.68","499.02","485.76","50.08K","-0.51%"
"25/12/2009","495.08","487.92","495.76","487.19","53.66K","3.33%"
"24/12/2009","479.13","469.21","479.13","464.39","51.98K","1.78%"
"23/12/2009","470.75","464.13","471.35","463.33","41.08K","1.18%"
"22/12/2009","465.24","468.03","470.93","462.87","48.11K","0.92%"
"21/12/2009","460.99","457.08","460.99","452.55","35.20K","3.98%"
"18/12/2009","443.34","440.88","449.55","440.88","53.78K","1.95%"
"17/12/2009","434.87","432.42","436.41","427.06","39.94K","-1.64%"
"16/12/2009","442.10","452.17","452.17","440.20","37.04K","-3.77%"
"15/12/2009","459.44","458.44","463.42","454.84","29.64K","0.23%"
"14/12/2009","458.39","449.25","460.80","447.89","45.70K","3.20%"
"11/12/2009","444.16","450.60","452.52","442.61","39.32K","-3.17%"
"10/12/2009","458.72","474.55","474.55","458.65","38.06K","-2.53%"
"09/12/2009","470.63","473.31","474.58","468.40","46.18K","-3.65%"
"08/12/2009","488.47","494.64","495.95","485.56","33.73K","-2.03%"
"07/12/2009","498.61","495.43","498.61","491.56","27.77K","0.74%"
"04/12/2009","494.96","499.87","499.98","493.41","34.84K","0.03%"
"03/12/2009","494.80","494.61","502.14","485.59","42.46K","-0.87%"
"02/12/2009","499.14","507.47","514.83","499.14","53.49K","-3.06%"
"01/12/2009","514.92","513.42","518.32","512.15","43.29K","2.14%"
"30/11/2009","504.12","494.12","506.66","494.12","38.53K","2.75%"
"27/11/2009","490.62","464.72","503.13","461.48","68.76K","1.66%"
"26/11/2009","482.60","495.60","495.60","479.38","40.27K","-4.13%"
"25/11/2009","503.41","519.74","519.74","503.24","66.96K","-4.50%"
"24/11/2009","527.13","535.59","538.79","526.93","45.88K","-1.89%"
"23/11/2009","537.29","551.92","553.40","537.29","50.34K","-3.34%"
"20/11/2009","555.84","558.49","562.28","554.21","53.20K","-0.75%"
"19/11/2009","560.05","556.72","562.64","553.10","62.59K","1.12%"
"18/11/2009","553.83","547.17","553.83","543.96","51.77K","1.23%"
"17/11/2009","547.08","549.18","550.13","543.61","50.98K","0.25%"
"16/11/2009","545.70","550.97","554.54","545.70","47.99K","-0.46%"
"13/11/2009","548.21","540.64","549.22","536.90","48.50K","0.41%"
"12/11/2009","545.98","541.36","550.78","540.58","50.00K","1.56%"
"11/11/2009","537.59","526.29","537.59","523.05","43.96K","2.52%"
"10/11/2009","524.40","534.78","535.71","520.00","52.49K","-1.81%"
"09/11/2009","534.09","544.91","547.28","534.09","47.71K","-3.75%"
"06/11/2009","554.88","565.70","569.71","554.88","61.06K","-0.12%"
"05/11/2009","555.54","545.59","556.57","542.31","57.33K","3.35%"
"04/11/2009","537.53","537.82","550.29","533.23","60.28K","-0.39%"
"03/11/2009","539.65","557.05","557.05","539.46","64.65K","-3.93%"
"02/11/2009","561.71","565.85","565.85","559.98","64.75K","-4.33%"
"30/10/2009","587.12","590.85","594.73","583.75","67.73K","0.97%"
"29/10/2009","581.49","588.23","588.23","575.73","86.78K","-3.06%"
"28/10/2009","599.86","602.97","604.82","596.34","70.54K","0.52%"
"27/10/2009","596.78","602.61","602.61","590.71","95.58K","-2.06%"
"26/10/2009","609.34","615.58","623.71","608.26","86.90K","-1.03%"
"23/10/2009","615.68","626.14","633.21","615.68","137.06K","-1.35%"
"22/10/2009","624.10","619.53","625.02","619.05","98.26K","0.91%"
"21/10/2009","618.48","617.14","622.26","614.73","93.97K","0.31%"
"20/10/2009","616.58","615.27","617.08","613.62","91.28K","1.56%"
"19/10/2009","607.11","609.03","612.01","605.80","90.07K","-0.40%"
"16/10/2009","609.54","616.44","619.52","609.54","123.42K","-1.27%"
"15/10/2009","617.38","612.02","626.11","612.02","107.21K","1.94%"
"14/10/2009","605.65","590.84","605.65","590.84","85.91K","2.67%"
"13/10/2009","589.89","594.20","597.40","589.49","85.58K","-0.74%"
"12/10/2009","594.30","588.68","595.69","587.11","76.23K","2.12%"
"09/10/2009","581.99","575.39","582.52","575.39","70.09K","1.77%"
"08/10/2009","571.84","570.46","571.84","566.04","52.42K","0.96%"
"07/10/2009","566.42","560.79","569.58","560.22","47.37K","2.61%"
"06/10/2009","552.03","554.08","557.08","550.49","44.41K","0.55%"
"05/10/2009","549.00","553.21","556.55","543.20","49.97K","-0.13%"
"02/10/2009","549.73","552.97","556.16","544.32","77.26K","-3.38%"
"01/10/2009","568.99","581.80","581.80","568.99","65.33K","-2.05%"
"30/09/2009","580.90","583.16","586.26","578.32","75.12K","-0.29%"
"29/09/2009","582.59","582.08","587.87","581.23","85.02K","0.10%"
"28/09/2009","582.02","585.83","590.91","582.02","75.63K","-0.14%"
"25/09/2009","582.84","574.10","582.84","574.10","77.64K","1.40%"
"24/09/2009","574.78","576.83","583.64","572.16","72.77K","-1.26%"
"23/09/2009","582.11","587.40","594.32","582.11","91.82K","-0.13%"
"22/09/2009","582.85","578.64","585.51","577.87","75.33K","0.84%"
"21/09/2009","577.97","578.32","581.01","577.96","69.19K","1.22%"
"18/09/2009","571.01","561.66","571.01","561.66","65.82K","1.75%"
"17/09/2009","561.19","559.35","564.23","553.20","76.60K","0.76%"
"16/09/2009","556.98","560.46","562.49","556.98","68.35K","0.04%"
"15/09/2009","556.75","558.43","562.23","553.30","72.35K","0.03%"
"14/09/2009","556.59","551.70","559.71","551.70","65.46K","1.57%"
"11/09/2009","547.99","548.99","549.62","547.84","63.00K","1.44%"
"10/09/2009","540.19","535.52","541.90","535.39","52.98K","0.76%"
"09/09/2009","536.11","539.90","542.00","536.11","57.25K","-0.32%"
"08/09/2009","537.81","529.96","538.59","529.76","49.01K","2.54%"
"07/09/2009","524.51","528.16","528.16","513.49","60.73K","-0.75%"
"04/09/2009","528.49","543.01","544.31","528.49","78.74K","-2.28%"
"03/09/2009","540.81","541.00","548.38","539.47","68.05K","-1.26%"
"01/09/2009","547.69","545.05","549.59","542.41","73.20K","0.17%"
"31/08/2009","546.78","541.89","547.38","541.89","75.09K","1.91%"
"28/08/2009","536.53","533.61","536.53","530.66","58.22K","1.80%"
"27/08/2009","527.04","527.13","529.67","523.18","49.98K","0.21%"
"26/08/2009","525.95","529.97","532.74","525.95","55.52K","-0.55%"
"25/08/2009","528.85","532.01","532.91","527.04","69.58K","0.12%"
"24/08/2009","528.20","522.15","528.84","522.15","58.26K","1.74%"
"21/08/2009","519.17","522.11","530.45","519.17","84.12K","1.03%"
"20/08/2009","513.90","513.84","515.24","510.40","62.04K","1.07%"
"19/08/2009","508.46","505.00","508.46","503.36","46.80K","1.76%"
"18/08/2009","499.69","496.79","501.63","495.46","48.15K","-0.08%"
"17/08/2009","500.08","505.49","508.51","500.08","45.76K","-1.36%"
