"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"01/07/2021","515.59","508.17","516.18","504.57","95.69K","1.46%"
"30/06/2021","508.17","510.32","512.22","506.27","63.68K","-0.42%"
"29/06/2021","510.30","510.44","515.13","507.82","87.47K","-0.10%"
"28/06/2021","510.80","505.19","511.56","505.19","84.06K","1.16%"
"25/06/2021","504.93","496.74","504.93","495.14","66.87K","1.65%"
"24/06/2021","496.74","498.26","502.07","494.29","55.10K","-0.27%"
"23/06/2021","498.07","502.09","505.05","496.04","75.99K","-0.80%"
"22/06/2021","502.09","502.62","512.30","502.09","83.04K","-0.03%"
"21/06/2021","502.24","505.52","509.51","500.19","78.57K","-0.65%"
"18/06/2021","505.52","502.61","509.50","501.10","78.45K","0.58%"
"17/06/2021","502.61","493.34","502.84","484.85","99.58K","1.88%"
"16/06/2021","493.34","499.34","505.14","493.34","118.49K","-1.20%"
"15/06/2021","499.34","498.59","505.98","496.87","93.40K","-0.05%"
"14/06/2021","499.57","494.03","505.87","494.03","99.78K","1.09%"
"11/06/2021","494.16","481.31","501.92","481.31","99.64K","2.67%"
"10/06/2021","481.31","492.01","492.60","481.08","79.67K","-2.17%"
"09/06/2021","492.01","474.09","492.43","465.99","99.11K","3.78%"
"08/06/2021","474.09","506.39","509.22","466.91","152.18K","-5.15%"
"07/06/2021","499.84","515.27","519.51","493.98","142.54K","-2.99%"
"04/06/2021","515.27","512.24","515.45","504.21","123.94K","0.59%"
"03/06/2021","512.24","500.20","517.27","499.23","134.90K","2.41%"
"02/06/2021","500.20","493.17","500.20","487.18","110.99K","1.47%"
"01/06/2021","492.97","493.64","502.06","487.80","125.27K","-0.12%"
"31/05/2021","493.56","477.08","494.14","472.89","118.23K","3.67%"
"28/05/2021","476.11","460.18","476.98","460.18","113.99K","3.25%"
"27/05/2021","461.11","459.56","464.60","453.54","91.34K","0.30%"
"26/05/2021","459.75","457.63","462.42","456.09","90.60K","0.51%"
"25/05/2021","457.42","453.52","461.36","453.42","76.24K","0.86%"
"24/05/2021","453.52","447.12","453.53","447.12","67.44K","1.44%"
"21/05/2021","447.06","442.80","451.56","440.06","80.84K","0.96%"
"20/05/2021","442.80","441.43","444.45","438.89","75.99K","0.49%"
"19/05/2021","440.62","438.98","440.75","435.12","79.01K","0.37%"
"18/05/2021","438.98","442.88","444.14","434.47","66.76K","-0.69%"
"17/05/2021","442.01","440.03","446.57","439.70","81.29K","0.45%"
"14/05/2021","440.03","428.53","440.08","428.34","95.04K","2.68%"
"13/05/2021","428.53","424.42","432.25","424.42","73.62K","0.89%"
"12/05/2021","424.75","417.40","424.77","415.23","55.60K","1.76%"
"11/05/2021","417.40","418.61","422.81","416.37","64.40K","-0.26%"
"10/05/2021","418.48","416.96","420.53","412.81","60.24K","0.36%"
"07/05/2021","416.96","419.80","419.80","409.81","64.87K","-0.68%"
"06/05/2021","419.80","422.77","429.05","419.80","71.08K","-0.80%"
"05/05/2021","423.17","413.53","425.46","413.53","68.23K","2.43%"
"04/05/2021","413.15","420.40","420.52","407.94","56.78K","-1.44%"
"29/04/2021","419.19","418.63","421.29","417.51","44.56K","0.17%"
"28/04/2021","418.49","415.55","420.39","412.73","49.81K","0.71%"
"27/04/2021","415.55","415.66","416.90","409.27","58.17K","-0.03%"
"26/04/2021","415.66","427.23","432.57","414.90","74.35K","-2.67%"
"23/04/2021","427.08","421.35","427.08","411.09","79.73K","1.36%"
"22/04/2021","421.35","442.87","443.65","421.35","99.24K","-4.86%"
"20/04/2021","442.87","442.40","447.95","440.51","88.05K","0.07%"
"19/04/2021","442.54","440.43","443.22","434.52","90.34K","0.48%"
"16/04/2021","440.43","444.11","445.64","431.56","120.21K","-0.76%"
"15/04/2021","443.82","447.32","452.43","440.55","79.38K","-0.64%"
"14/04/2021","446.69","441.71","446.78","437.86","79.48K","1.13%"
"13/04/2021","441.71","452.10","456.94","441.71","120.85K","-2.26%"
"12/04/2021","451.93","448.60","453.48","446.08","81.73K","0.83%"
"09/04/2021","448.23","447.44","449.49","444.70","89.00K","0.18%"
"08/04/2021","447.44","444.53","449.70","440.68","86.25K","0.65%"
"07/04/2021","444.53","444.23","445.85","440.48","78.62K","0.16%"
"06/04/2021","443.80","442.44","444.49","435.62","105.72K","0.56%"
"05/04/2021","441.35","444.22","453.52","441.32","75.27K","-0.65%"
"02/04/2021","444.22","436.23","452.56","435.89","110.64K","1.82%"
"01/04/2021","436.26","421.61","439.33","417.78","121.98K","3.47%"
"31/03/2021","421.61","415.64","422.08","409.58","129.42K","1.48%"
"30/03/2021","415.47","406.64","416.67","406.31","100.16K","2.17%"
"29/03/2021","406.64","396.40","406.87","395.96","120.18K","2.58%"
"26/03/2021","396.40","387.11","396.45","370.19","145.47K","2.40%"
"25/03/2021","387.11","390.19","392.96","384.92","59.99K","-0.86%"
"24/03/2021","390.48","397.23","397.23","380.26","109.16K","-1.66%"
"23/03/2021","397.09","403.67","405.38","392.13","107.98K","-1.59%"
"22/03/2021","403.52","406.15","408.31","400.38","84.33K","-0.58%"
"19/03/2021","405.86","405.61","406.10","398.98","91.05K","0.15%"
"18/03/2021","405.27","399.71","406.39","399.40","105.02K","1.39%"
"17/03/2021","399.71","392.89","400.91","392.15","102.09K","1.80%"
"16/03/2021","392.63","392.77","394.05","386.60","118.90K","-0.04%"
"15/03/2021","392.77","394.40","398.17","392.60","91.53K","-0.41%"
"12/03/2021","394.40","395.64","399.64","392.60","95.82K","-0.60%"
"11/03/2021","396.80","389.76","397.68","389.76","113.89K","2.07%"
"10/03/2021","388.76","382.15","388.76","380.88","95.20K","1.73%"
"09/03/2021","382.15","386.46","386.78","379.61","84.13K","-1.12%"
"08/03/2021","386.46","382.14","391.06","382.14","85.78K","1.13%"
"05/03/2021","382.14","376.53","384.09","370.44","98.59K","1.52%"
"04/03/2021","376.42","375.61","379.87","364.35","107.49K","0.22%"
"03/03/2021","375.61","373.53","376.23","370.85","68.50K","0.56%"
"02/03/2021","373.53","375.25","378.14","370.96","70.60K","-0.46%"
"01/03/2021","375.25","365.43","375.25","364.79","83.97K","2.69%"
"26/02/2021","365.43","363.79","365.43","357.19","76.41K","0.45%"
"25/02/2021","363.79","360.96","367.05","359.72","71.36K","0.78%"
"24/02/2021","360.96","363.15","367.72","357.15","94.61K","-0.60%"
"23/02/2021","363.15","353.14","364.52","353.14","87.16K","2.83%"
"22/02/2021","353.14","353.35","357.70","350.61","64.04K","-0.06%"
"19/02/2021","353.35","353.02","356.72","347.73","67.08K","0.09%"
"18/02/2021","353.02","350.72","355.78","349.64","85.41K","0.66%"
"17/02/2021","350.72","339.46","350.72","338.06","57.62K","4.10%"
"09/02/2021","336.90","328.23","338.27","324.84","45.62K","2.30%"
"08/02/2021","329.33","338.67","343.66","325.13","83.74K","-2.85%"
"05/02/2021","338.99","330.91","339.01","330.51","64.74K","2.43%"
"04/02/2021","330.96","330.26","336.67","326.70","50.77K","0.47%"
"03/02/2021","329.40","312.07","330.86","312.07","73.86K","5.55%"
"02/02/2021","312.07","299.59","312.07","291.54","77.50K","4.17%"
"01/02/2021","299.59","316.02","318.10","298.64","65.74K","-5.30%"
"29/01/2021","316.35","299.77","317.74","282.25","99.91K","4.20%"
"28/01/2021","303.61","330.40","330.40","299.80","85.15K","-8.20%"
"27/01/2021","330.73","348.27","349.37","327.81","89.04K","-5.04%"
"26/01/2021","348.27","361.80","362.80","340.45","122.03K","-3.74%"
"25/01/2021","361.80","367.79","368.05","361.11","83.03K","-1.57%"
"22/01/2021","367.56","370.98","373.94","366.08","83.11K","-0.92%"
"21/01/2021","370.98","361.53","373.14","360.58","80.39K","2.68%"
"20/01/2021","361.29","354.67","361.29","332.70","114.98K","1.95%"
"19/01/2021","354.39","378.10","380.34","345.39","162.66K","-6.24%"
"18/01/2021","377.97","376.22","384.46","375.85","101.08K","0.53%"
"15/01/2021","375.99","363.95","378.17","363.95","124.84K","3.38%"
"14/01/2021","363.68","357.06","364.76","354.77","77.24K","1.85%"
"13/01/2021","357.06","356.00","362.16","353.77","128.45K","0.45%"
"12/01/2021","355.45","354.07","356.35","346.85","95.50K","0.51%"
"11/01/2021","353.63","351.51","357.82","351.29","84.65K","0.60%"
"08/01/2021","351.51","349.10","353.09","346.64","99.93K","0.69%"
"07/01/2021","349.10","342.00","349.10","339.15","100.97K","2.08%"
"06/01/2021","342.00","340.02","345.41","337.87","71.39K","0.58%"
"05/01/2021","340.02","335.79","341.87","333.98","76.06K","1.26%"
"04/01/2021","335.79","323.41","337.46","323.41","71.40K","3.83%"
"31/12/2020","323.41","316.47","323.49","314.74","64.31K","2.17%"
"30/12/2020","316.53","318.86","318.86","314.77","61.14K","-0.73%"
"29/12/2020","318.86","317.12","320.87","315.61","56.94K","0.55%"
"28/12/2020","317.12","310.06","318.22","309.62","78.51K","2.33%"
"25/12/2020","309.91","301.15","310.40","298.93","63.79K","2.91%"
"24/12/2020","301.15","302.83","304.76","289.63","78.22K","-0.55%"
"23/12/2020","302.83","305.19","307.72","298.55","88.52K","-0.72%"
"22/12/2020","305.04","299.90","305.04","297.08","72.09K","1.71%"
"21/12/2020","299.90","292.72","301.89","292.63","73.39K","2.59%"
"18/12/2020","292.34","285.61","292.85","285.61","57.74K","2.36%"
"17/12/2020","285.61","285.38","287.04","282.81","74.43K","0.28%"
"16/12/2020","284.81","281.68","286.31","281.68","43.03K","1.05%"
"15/12/2020","281.86","282.11","283.63","280.28","68.90K","-0.09%"
"14/12/2020","282.11","276.82","283.19","274.80","53.02K","1.91%"
"11/12/2020","276.82","274.04","277.13","273.52","36.62K","0.97%"
"10/12/2020","274.16","276.91","279.75","273.84","52.03K","-0.93%"
"09/12/2020","276.73","274.11","278.07","273.99","51.38K","0.95%"
"08/12/2020","274.13","273.24","275.34","272.08","50.19K","0.29%"
"07/12/2020","273.34","273.18","274.87","271.98","39.84K","0.26%"
"04/12/2020","272.62","273.60","274.50","271.24","42.70K","-0.29%"
"03/12/2020","273.42","271.50","274.64","271.50","40.39K","0.71%"
"02/12/2020","271.50","267.95","271.85","267.39","51.05K","1.32%"
"01/12/2020","267.95","266.99","269.18","262.52","63.32K","0.36%"
"30/11/2020","266.99","268.36","269.27","266.49","38.55K","-0.45%"
"27/11/2020","268.21","269.24","269.69","266.97","27.57K","-0.34%"
"26/11/2020","269.12","268.77","269.55","266.68","36.57K","0.17%"
"25/11/2020","268.66","266.81","269.67","266.61","43.90K","0.64%"
"24/11/2020","266.96","268.58","269.64","263.79","48.12K","-0.57%"
"23/11/2020","268.50","267.28","268.52","265.57","39.86K","0.57%"
"20/11/2020","266.98","267.60","267.99","265.04","42.38K","-0.23%"
"19/11/2020","267.60","267.40","267.89","266.15","41.70K","0.07%"
"18/11/2020","267.40","266.66","267.79","265.60","41.23K","0.28%"
"17/11/2020","266.66","262.02","266.66","262.02","45.97K","1.83%"
"16/11/2020","261.87","264.14","266.21","261.26","39.31K","-0.86%"
"13/11/2020","264.14","264.36","265.10","262.92","34.66K","-0.05%"
"12/11/2020","264.28","261.16","264.28","260.48","42.24K","1.19%"
"11/11/2020","261.16","259.23","261.18","258.81","31.44K","0.74%"
"10/11/2020","259.23","259.17","263.70","258.97","49.14K","0.20%"
"09/11/2020","258.71","254.63","258.71","254.63","40.49K","1.65%"
"06/11/2020","254.52","252.86","254.54","251.69","19.56K","0.66%"
"05/11/2020","252.86","254.76","255.77","252.73","22.37K","-0.75%"
"04/11/2020","254.76","253.04","256.20","252.92","31.20K","0.68%"
"03/11/2020","253.04","250.71","253.07","250.41","21.84K","0.93%"
"02/11/2020","250.71","247.67","250.71","246.88","15.97K","1.21%"
"30/10/2020","247.71","246.30","248.34","244.34","19.11K","0.57%"
"29/10/2020","246.30","246.27","248.62","243.36","24.88K","-0.07%"
"28/10/2020","246.47","253.19","253.99","246.07","40.50K","-2.65%"
"27/10/2020","253.19","256.49","256.87","252.69","32.62K","-1.29%"
"26/10/2020","256.49","262.42","263.42","256.49","38.56K","-2.17%"
"23/10/2020","262.17","260.33","263.29","260.33","37.28K","0.71%"
"22/10/2020","260.33","258.56","260.34","257.06","25.39K","0.75%"
"21/10/2020","258.39","259.95","262.03","258.39","31.81K","-0.68%"
"20/10/2020","260.16","260.71","261.36","258.11","31.93K","-0.15%"
"19/10/2020","260.54","260.48","262.45","259.57","32.19K","0.02%"
"16/10/2020","260.48","259.85","261.89","258.04","27.57K","0.27%"
"15/10/2020","259.79","256.58","261.85","256.23","45.51K","1.33%"
"14/10/2020","256.38","254.85","257.06","254.57","42.13K","0.67%"
"13/10/2020","254.68","254.70","255.38","253.08","20.67K","-0.01%"
"12/10/2020","254.70","257.20","259.90","254.01","43.83K","-0.97%"
"09/10/2020","257.20","254.44","257.51","254.44","44.74K","1.09%"
"08/10/2020","254.42","254.10","256.31","251.79","42.35K","0.13%"
"07/10/2020","254.09","256.85","257.14","254.07","44.09K","-0.94%"
"06/10/2020","256.51","256.97","258.84","255.16","36.80K","-0.03%"
"05/10/2020","256.59","251.52","257.00","251.35","55.65K","2.02%"
"02/10/2020","251.52","251.01","253.46","246.43","61.74K","0.16%"
"01/10/2020","251.11","248.66","251.99","248.27","34.98K","0.99%"
"30/09/2020","248.66","244.85","248.66","243.58","23.86K","1.54%"
"29/09/2020","244.90","247.61","250.06","244.87","34.69K","-1.09%"
"28/09/2020","247.61","244.76","248.95","244.75","32.88K","1.16%"
"25/09/2020","244.76","243.10","245.29","242.09","31.34K","0.21%"
"24/09/2020","244.24","245.54","246.40","243.42","24.80K","-0.53%"
"23/09/2020","245.54","243.90","247.00","243.90","31.14K","0.44%"
"22/09/2020","244.47","241.36","244.47","239.73","44.42K","1.27%"
"21/09/2020","241.41","239.64","244.05","239.64","42.88K","0.74%"
"18/09/2020","239.64","237.83","239.71","237.47","22.06K","0.80%"
"17/09/2020","237.74","237.50","239.08","235.72","32.59K","0.15%"
"16/09/2020","237.39","237.23","238.71","236.76","26.93K","0.07%"
"15/09/2020","237.23","236.22","238.21","235.95","27.89K","0.53%"
"14/09/2020","235.99","234.31","236.50","234.26","26.69K","0.72%"
"11/09/2020","234.31","233.29","236.00","231.56","23.76K","0.73%"
"10/09/2020","232.62","232.93","234.95","232.54","15.40K","-0.08%"
"09/09/2020","232.80","231.90","232.90","228.94","20.56K","0.39%"
"08/09/2020","231.90","231.41","232.55","229.62","29.58K","0.21%"
"07/09/2020","231.41","234.74","235.80","231.41","29.62K","-1.44%"
"04/09/2020","234.79","234.49","235.18","229.80","28.44K","0.13%"
"03/09/2020","234.49","233.13","235.23","231.94","30.82K","0.58%"
"01/09/2020","233.13","232.12","233.29","231.10","24.63K","0.45%"
"31/08/2020","232.09","233.97","235.44","231.37","29.96K","-0.80%"
"28/08/2020","233.97","233.12","236.60","233.12","31.07K","0.36%"
"27/08/2020","233.12","231.98","234.16","231.85","17.70K","0.49%"
"26/08/2020","231.98","229.99","232.68","229.04","32.93K","1.17%"
"25/08/2020","229.30","228.35","230.50","227.67","32.29K","0.42%"
"24/08/2020","228.35","225.50","230.02","225.45","26.94K","0.92%"
"21/08/2020","226.26","223.87","226.59","223.05","26.48K","1.07%"
"20/08/2020","223.87","223.12","226.16","222.54","32.95K","0.34%"
"19/08/2020","223.12","217.56","223.93","216.53","31.52K","2.68%"
"18/08/2020","217.29","217.54","218.79","217.09","18.76K","-0.10%"
"17/08/2020","217.50","214.98","217.55","213.89","24.93K","1.05%"
"14/08/2020","215.23","216.74","217.43","213.61","28.34K","-0.31%"
"13/08/2020","215.90","213.66","216.50","213.66","20.46K","1.05%"
"12/08/2020","213.66","214.70","215.12","212.58","21.57K","-0.24%"
"11/08/2020","214.17","210.53","214.19","208.51","32.06K","1.61%"
"10/08/2020","210.78","209.56","212.35","209.46","22.65K","0.64%"
"07/08/2020","209.44","210.42","211.54","208.17","16.37K","-0.44%"
"06/08/2020","210.36","211.38","211.92","208.77","24.56K","-0.48%"
"05/08/2020","211.38","207.96","211.55","206.69","21.78K","1.65%"
"04/08/2020","207.95","204.80","209.26","204.80","22.50K","1.84%"
"03/08/2020","204.19","198.38","204.25","197.58","25.74K","2.87%"
"31/07/2020","198.49","200.12","200.39","194.75","17.40K","-0.67%"
"30/07/2020","199.83","199.31","201.76","198.13","16.11K","0.54%"
"29/07/2020","198.75","200.84","200.84","189.42","32.45K","-1.04%"
"28/07/2020","200.84","189.44","200.84","187.31","26.52K","5.94%"
"27/07/2020","189.58","200.41","201.03","188.99","38.43K","-6.84%"
"24/07/2020","203.49","214.03","214.43","200.97","42.10K","-4.92%"
"23/07/2020","214.03","215.60","215.85","212.08","21.28K","-0.69%"
"22/07/2020","215.52","219.72","219.72","214.57","15.60K","-1.64%"
"21/07/2020","219.11","219.11","220.53","217.59","17.60K","0.00%"
"20/07/2020","219.11","221.10","221.90","218.66","21.44K","-0.90%"
"17/07/2020","221.10","219.53","221.87","219.05","23.65K","0.73%"
"16/07/2020","219.50","218.41","221.23","218.33","17.50K","0.50%"
"15/07/2020","218.41","219.55","221.50","218.41","15.15K","-0.28%"
"14/07/2020","219.03","217.98","219.03","216.67","15.25K","0.41%"
"13/07/2020","218.14","219.37","221.17","217.20","13.09K","-0.30%"
"10/07/2020","218.79","220.70","221.21","218.04","16.67K","-0.87%"
"09/07/2020","220.70","216.84","220.99","216.84","24.60K","1.78%"
"08/07/2020","216.84","215.26","217.19","215.13","11.59K","0.03%"
"07/07/2020","216.77","216.44","218.82","214.46","18.28K","0.16%"
"06/07/2020","216.43","214.94","217.00","214.26","15.76K","0.69%"
"03/07/2020","214.94","214.39","215.98","213.81","14.01K","0.26%"
"02/07/2020","214.39","215.16","217.04","213.84","12.60K","-0.36%"
"01/07/2020","215.16","209.88","215.59","208.51","18.23K","2.41%"
"30/06/2020","210.09","211.42","214.67","206.69","37.57K","-0.63%"
"29/06/2020","211.42","219.56","219.62","209.62","30.86K","-3.81%"
"26/06/2020","219.79","221.43","223.41","219.72","26.50K","-0.67%"
"25/06/2020","221.27","221.43","221.43","218.16","37.05K","-0.07%"
"24/06/2020","221.43","224.26","226.16","221.00","30.18K","-1.25%"
"23/06/2020","224.23","223.46","225.94","222.11","35.53K","0.16%"
"22/06/2020","223.88","225.30","226.90","223.39","24.66K","-0.63%"
"19/06/2020","225.30","219.96","225.51","219.96","23.92K","2.43%"
"18/06/2020","219.96","221.58","221.58","218.09","21.97K","-0.67%"
"17/06/2020","221.45","224.77","225.89","220.71","44.26K","-1.43%"
"16/06/2020","224.66","221.73","225.91","221.62","37.32K","1.76%"
"15/06/2020","220.77","227.29","228.31","219.73","42.27K","-2.87%"
"12/06/2020","227.29","224.36","227.29","214.14","52.60K","1.31%"
"11/06/2020","224.36","236.94","237.94","224.25","72.47K","-5.49%"
"10/06/2020","237.39","237.18","238.93","233.00","43.22K","0.10%"
"09/06/2020","237.16","236.90","237.99","233.03","45.39K","0.13%"
"08/06/2020","236.85","232.14","237.12","232.14","67.42K","2.21%"
"05/06/2020","231.73","228.76","231.73","226.61","46.55K","1.58%"
"04/06/2020","228.13","225.48","229.14","225.48","39.75K","1.16%"
"03/06/2020","225.52","221.50","225.66","220.40","37.51K","1.79%"
"02/06/2020","221.55","222.77","225.71","220.94","52.02K","-0.55%"
"01/06/2020","222.77","216.76","223.09","216.48","54.12K","2.85%"
"29/05/2020","216.59","215.87","216.98","214.22","33.28K","0.33%"
"28/05/2020","215.87","214.29","216.97","214.12","26.22K","0.66%"
"27/05/2020","214.46","217.08","219.75","214.26","38.14K","-1.20%"
"26/05/2020","217.06","213.17","217.07","212.59","38.86K","1.55%"
"25/05/2020","213.75","210.08","214.32","209.89","28.00K","1.83%"
"22/05/2020","209.91","208.86","211.70","207.90","40.30K","0.50%"
"21/05/2020","208.86","207.25","209.75","206.89","54.53K","-0.42%"
"20/05/2020","209.75","212.62","212.62","208.81","24.19K","-1.35%"
"19/05/2020","212.62","212.56","215.92","211.70","32.00K","0.10%"
"18/05/2020","212.41","212.50","213.64","208.73","28.07K","-0.04%"
"15/05/2020","212.50","217.53","219.49","212.50","44.01K","-2.16%"
"14/05/2020","217.20","216.85","217.82","215.19","29.11K","0.24%"
"13/05/2020","216.68","214.75","217.69","212.69","39.23K","0.90%"
"12/05/2020","214.75","213.75","215.33","211.80","33.36K","0.47%"
"11/05/2020","213.75","209.68","213.75","209.53","36.45K","1.94%"
"08/05/2020","209.68","207.68","212.45","206.46","46.91K","1.02%"
"07/05/2020","207.56","204.14","207.62","203.78","20.70K","1.68%"
"06/05/2020","204.14","201.42","204.14","200.68","33.63K","1.23%"
"05/05/2020","201.66","201.52","202.73","200.86","13.40K","-0.05%"
"04/05/2020","201.76","203.60","203.84","201.45","25.94K","-0.90%"
"29/04/2020","203.60","201.89","203.64","201.41","29.75K","0.96%"
"28/04/2020","201.66","201.75","201.87","198.34","25.52K","-0.04%"
"27/04/2020","201.75","203.87","204.61","200.64","21.51K","-0.87%"
"24/04/2020","203.52","203.20","203.63","200.63","26.52K","0.24%"
"23/04/2020","203.04","202.13","206.61","202.13","27.23K","0.38%"
"22/04/2020","202.27","198.69","203.24","193.08","28.02K","1.86%"
"21/04/2020","198.58","208.96","209.20","197.54","52.58K","-4.91%"
"20/04/2020","208.84","209.08","211.68","207.86","41.71K","-0.05%"
"17/04/2020","208.94","206.11","209.49","205.00","33.49K","1.44%"
"16/04/2020","205.97","205.46","206.39","203.04","19.32K","0.25%"
"15/04/2020","205.46","202.86","206.33","202.01","28.17K","1.28%"
"14/04/2020","202.86","202.37","203.66","198.97","27.99K","0.24%"
"13/04/2020","202.37","200.17","203.80","197.83","22.16K","1.07%"
"10/04/2020","200.22","198.35","202.19","193.20","31.67K","1.18%"
"09/04/2020","197.88","195.80","199.30","193.46","30.89K","2.35%"
"08/04/2020","193.34","189.90","194.00","187.52","25.05K","0.85%"
"07/04/2020","191.71","191.39","192.68","188.45","38.34K","0.77%"
"06/04/2020","190.24","179.87","190.27","179.87","38.43K","5.96%"
"03/04/2020","179.54","173.42","179.55","173.42","26.18K","3.16%"
"01/04/2020","174.04","166.41","174.12","164.31","20.68K","3.66%"
"31/03/2020","167.89","167.44","172.13","165.53","30.03K","-0.61%"
"30/03/2020","168.92","175.23","175.23","167.67","24.74K","-3.78%"
"27/03/2020","175.56","176.60","177.34","173.85","24.68K","-0.67%"
"26/03/2020","176.74","181.19","181.85","176.65","25.85K","-2.52%"
"25/03/2020","181.30","175.42","181.33","175.28","26.81K","3.61%"
"24/03/2020","174.98","174.81","175.85","173.53","36.54K","0.10%"
"23/03/2020","174.81","182.77","182.82","173.77","49.73K","-5.29%"
"20/03/2020","184.57","183.09","187.89","181.91","31.19K","0.96%"
"19/03/2020","182.81","184.70","185.12","180.30","56.05K","-0.95%"
"18/03/2020","184.56","182.98","186.32","181.98","48.27K","0.93%"
"17/03/2020","182.86","180.32","183.15","174.43","30.16K","1.47%"
"16/03/2020","180.21","181.66","182.62","178.25","24.48K","-0.74%"
"13/03/2020","181.55","181.81","182.38","171.74","58.70K","0.11%"
"12/03/2020","181.35","188.90","188.90","178.76","50.07K","-3.94%"
"11/03/2020","188.78","190.21","194.63","183.17","54.61K","-0.75%"
"10/03/2020","190.21","190.77","195.28","185.77","41.71K","-1.69%"
"09/03/2020","193.47","208.71","208.71","192.25","37.65K","-7.36%"
"06/03/2020","208.83","210.71","210.71","206.88","34.12K","-0.90%"
"05/03/2020","210.72","207.02","214.05","207.00","87.53K","1.84%"
"04/03/2020","206.92","203.32","206.92","201.14","65.38K","1.82%"
"03/03/2020","203.23","199.65","205.54","198.55","58.96K","2.37%"
"02/03/2020","198.53","194.19","198.75","192.23","67.20K","2.23%"
"28/02/2020","194.19","189.25","194.24","186.35","49.09K","1.48%"
"27/02/2020","191.35","185.52","191.35","183.94","29.02K","2.88%"
"26/02/2020","185.99","184.46","186.72","181.77","39.66K","0.83%"
"25/02/2020","184.46","179.69","184.65","178.08","31.50K","2.34%"
"24/02/2020","180.25","187.10","187.21","180.21","45.73K","-3.78%"
"21/02/2020","187.33","189.69","190.41","186.62","17.27K","-1.24%"
"20/02/2020","189.69","190.01","192.47","189.00","22.44K","-0.17%"
"19/02/2020","190.02","191.51","191.54","189.43","17.88K","-0.78%"
"18/02/2020","191.51","190.96","192.82","190.27","15.95K","0.30%"
"17/02/2020","190.93","190.32","191.95","189.96","16.90K","0.30%"
"14/02/2020","190.36","188.60","191.19","188.60","19.21K","0.93%"
"13/02/2020","188.60","188.59","189.39","187.03","23.13K","0.01%"
"12/02/2020","188.59","183.69","189.24","183.64","27.15K","2.67%"
"11/02/2020","183.69","181.70","183.75","181.00","16.02K","1.10%"
"10/02/2020","181.70","183.25","183.39","180.40","17.80K","-0.85%"
"07/02/2020","183.25","185.04","185.72","182.95","19.74K","-0.97%"
"06/02/2020","185.04","178.10","185.04","178.10","21.81K","2.60%"
"05/02/2020","180.35","177.18","180.99","177.17","24.00K","1.79%"
"04/02/2020","177.18","177.10","178.97","174.92","19.40K","0.53%"
"03/02/2020","176.24","177.95","177.95","169.92","46.63K","-0.96%"
"31/01/2020","177.95","182.03","183.29","177.85","34.78K","-2.30%"
"30/01/2020","182.13","187.01","187.01","180.49","22.53K","-2.61%"
"22/01/2020","187.01","183.92","187.01","183.92","14.23K","1.68%"
"21/01/2020","183.92","180.99","184.44","180.96","14.30K","1.38%"
"20/01/2020","181.41","181.79","182.50","180.68","14.35K","-0.21%"
"17/01/2020","181.79","183.09","184.03","181.77","12.72K","-0.71%"
"16/01/2020","183.09","181.53","184.14","181.53","14.85K","0.86%"
"15/01/2020","181.53","180.53","181.57","179.36","11.72K","0.55%"
"14/01/2020","180.53","179.71","180.98","179.31","12.09K","0.46%"
"13/01/2020","179.71","180.51","181.58","179.12","16.72K","-0.44%"
"10/01/2020","180.51","178.59","180.86","177.74","22.56K","1.31%"
"09/01/2020","178.18","176.85","179.74","176.81","13.73K","0.75%"
"08/01/2020","176.85","178.82","179.84","176.56","19.43K","-0.95%"
"07/01/2020","178.54","177.77","178.96","177.35","10.90K","0.43%"
"06/01/2020","177.77","178.95","179.39","177.36","15.81K","-0.66%"
"03/01/2020","178.95","180.77","181.59","178.73","13.59K","-1.01%"
"02/01/2020","180.77","179.22","180.94","179.22","10.79K","0.84%"
"31/12/2019","179.26","179.17","179.49","177.17","15.69K","0.29%"
"30/12/2019","178.75","181.28","182.53","178.74","14.79K","-1.40%"
"27/12/2019","181.28","180.24","181.36","179.67","12.84K","0.53%"
"26/12/2019","180.33","181.11","181.36","179.70","10.38K","-0.43%"
"25/12/2019","181.11","181.38","181.91","180.66","13.36K","-0.10%"
"24/12/2019","181.30","181.00","181.61","179.94","9.44K","0.15%"
"23/12/2019","181.03","181.51","182.53","180.64","17.56K","-0.26%"
"20/12/2019","181.51","181.98","182.21","180.97","10.05K","-0.26%"
"19/12/2019","181.98","181.31","182.27","180.53","11.87K","0.37%"
"18/12/2019","181.31","183.08","183.39","180.97","15.41K","-0.97%"
"17/12/2019","183.08","183.31","184.51","182.52","25.97K","-0.07%"
"16/12/2019","183.21","181.49","183.97","181.49","14.60K","1.00%"
"13/12/2019","181.40","181.01","182.87","180.98","11.00K","0.27%"
"12/12/2019","180.91","180.25","181.44","179.83","10.52K","0.37%"
"11/12/2019","180.25","179.13","180.38","178.27","6.20K","0.63%"
"10/12/2019","179.13","180.27","180.52","178.43","6.74K","-0.64%"
"09/12/2019","180.28","180.34","181.83","179.78","7.53K","-0.04%"
"06/12/2019","180.35","179.47","181.13","179.47","6.90K","0.49%"
"05/12/2019","179.47","179.65","181.04","178.94","10.44K","-0.10%"
"04/12/2019","179.65","177.57","179.95","176.95","10.66K","1.17%"
"03/12/2019","177.57","177.09","178.79","176.14","9.36K","0.27%"
